97554,50097
97554,51315
98014,51315
98014,52516
97678,52516
97678,53720
97562,53720
97562,54924
97454,54924
97454,56141
97443,56141
97443,57433
97867,57433
97867,58643
97663,58643
97663,59793
97165,59793
97165,61046
97160,61046
97160,62114
96393,62114
96393,63195
95760,63195
95760,64472
95797,64472
95797,65677
95560,65677
95560,66660
94703,66660
94703,67866
94461,67866
94461,69151
94375,69151
94375,70112
93536,70112
93536,71354
93308,71354
93308,72523
92904,72523
92904,73346
91858,73346
91858,74674
91719,74674
91719,75562
90824,75562
90824,76484
90006,76484
90006,77372
89154,77372
89154,78225
88272,78225
88272,79400
87821,79400
87821,80572
87337,80572
87337,81102
86079,81102
86079,82070
85350,82070
85350,83377
84968,83377
84968,83848
83709,83848
83709,84872
83012,84872
83012,85506
81946,85506
81946,86280
81016,86280
81016,87071
80101,87071
80101,88296
79517,88296
79517,88974
78496,88974
78496,89787
77571,89787
77571,89907
76184,89907
76184,90672
75235,90672
75235,91328
74214,91328
74214,92452
73448,92452
73448,92967
72332,92967
72332,92998
70982,92998
70982,93802
70016,93802
70016,94188
68855,94188
68855,95017
67874,95017
67874,94789
66483,94789
66483,95209
65349,95209
65349,95513
64177,95513
64177,96629
63238,96629
63238,96077
61829,96077
61829,97183
60847,97183
60847,96805
59518,96805
59518,97644
58438,97644
58438,97281
57143,97281
57143,98074
56022,98074
56022,98014
54782,98014
54782,97822
53542,97822
53542,98029
52336,98029
52336,97710
51110,97710
51110,97772
49901,97772
49901,97810
48690,97810
48690,97778
47478,97778
47478,97982
46246,97982
46246,97836
45036,97836
45036,97966
43790,97966
43790,97134
42679,97134
42679,96886
41496,96886
41496,97245
40189,97245
40189,96899
39015,96899
39015,96391
37886,96391
37886,95981
36740,95981
36740,95415
35648,95415
35648,95453
34359,95453
34359,95388
33083,95388
33083,94436
32143,94436
32143,93943
31035,93943
31035,93861
29737,93861
29737,92960
28817,92960
28817,92308
27788,92308
27788,91659
26764,91659
26764,91091
25697,91091
25697,90770
24471,90770
24471,89993
23524,89993
23524,89445
22424,89445
22424,88292
21760,88292
21760,88028
20438,88028
20438,86932
19758,86932
19758,86697
18364,86697
18364,85527
17769,85527
17769,84637
16938,84637
16938,84037
15822,84037
15822,83289
14834,83289
14834,82355
14039,82355
