91|89
46|43
46|19
98|64
98|18
98|66
67|54
67|86
67|57
67|42
65|61
65|27
65|37
65|79
65|28
78|33
78|75
78|65
78|32
78|24
78|39
53|89
53|65
53|34
53|15
53|47
53|44
53|86
33|13
33|24
33|91
33|92
33|79
33|46
33|32
33|97
35|48
35|18
35|98
35|39
35|53
35|86
35|81
35|47
35|73
93|44
93|95
93|92
93|28
93|26
93|94
93|19
93|67
93|89
93|73
48|55
48|46
48|86
48|41
48|54
48|32
48|24
48|16
48|79
48|65
48|13
34|54
34|78
34|42
34|95
34|73
34|26
34|64
34|12
34|67
34|44
34|75
34|18
24|34
24|57
24|82
24|86
24|79
24|41
24|31
24|65
24|15
24|97
24|71
24|27
24|44
15|92
15|44
15|47
15|46
15|93
15|26
15|97
15|55
15|27
15|28
15|12
15|89
15|19
15|13
61|81
61|16
61|94
61|42
61|19
61|53
61|64
61|82
61|78
61|33
61|48
61|57
61|67
61|24
61|98
73|64
73|66
73|78
73|57
73|47
73|39
73|55
73|18
73|33
73|15
73|86
73|16
73|42
73|75
73|54
73|53
94|42
94|54
94|86
94|48
94|53
94|82
94|18
94|47
94|24
94|33
94|78
94|57
94|75
94|66
94|64
94|16
94|73
54|92
54|66
54|91
54|65
54|93
54|27
54|39
54|15
54|28
54|47
54|79
54|57
54|55
54|33
54|13
54|86
54|82
54|46
47|37
47|31
47|46
47|95
47|19
47|28
47|44
47|92
47|43
47|91
47|26
47|97
47|89
47|13
47|61
47|65
47|71
47|55
47|79
57|86
57|66
57|47
57|13
57|34
57|31
57|46
57|65
57|79
57|97
57|27
57|26
57|15
57|28
57|92
57|89
57|43
57|71
57|44
57|93
75|42
75|79
75|93
75|57
75|81
75|41
75|53
75|55
75|32
75|66
75|39
75|64
75|47
75|54
75|48
75|15
75|24
75|82
75|33
75|16
75|97
37|12
37|75
37|43
37|95
37|42
37|98
37|61
37|67
37|94
37|39
37|18
37|32
37|16
37|33
37|64
37|78
37|19
37|54
37|48
37|81
37|35
37|73
81|46
81|57
81|16
81|53
81|82
81|24
81|39
81|92
81|48
81|41
81|86
81|47
81|13
81|66
81|15
81|32
81|54
81|93
81|65
81|55
81|91
81|33
81|97
89|64
89|33
89|98
89|43
89|24
89|67
89|39
89|75
89|32
89|78
89|16
89|61
89|35
89|94
89|95
89|12
89|48
89|54
89|42
89|82
89|18
89|81
89|19
89|73
66|28
66|26
66|93
66|91
66|34
66|37
66|15
66|43
66|27
66|97
66|55
66|92
66|61
66|79
66|89
66|12
66|31
66|13
66|47
66|46
66|65
66|71
66|95
66|44
39|28
39|15
39|65
39|24
39|34
39|86
39|47
39|91
39|79
39|44
39|46
39|92
39|32
39|41
39|57
39|82
39|97
39|66
39|27
39|71
39|13
39|93
39|55
39|53
71|95
71|61
71|35
71|37
71|34
71|19
71|98
71|81
71|26
71|31
71|12
71|78
71|89
71|73
71|67
71|43
71|42
71|64
71|75
71|48
71|18
71|94
71|27
71|44
86|34
86|28
86|15
86|47
86|26
86|71
86|91
86|61
86|89
86|66
86|65
86|97
86|55
86|93
86|27
86|79
86|92
86|46
86|95
86|43
86|37
86|44
86|31
86|13
13|26
13|89
13|71
13|12
13|55
13|34
13|46
13|61
13|31
13|28
13|19
13|93
13|67
13|79
13|37
13|43
13|65
13|91
13|94
13|27
13|92
13|97
13|95
13|44
16|66
16|13
16|15
16|24
16|97
16|33
16|92
16|86
16|82
16|53
16|91
16|39
16|28
16|57
16|55
16|32
16|65
16|41
16|71
16|79
16|54
16|93
16|47
16|46
31|35
31|37
31|81
31|43
31|26
31|48
31|33
31|18
31|64
31|75
31|42
31|95
31|39
31|16
31|67
31|78
31|89
31|19
31|61
31|94
31|98
31|12
31|73
31|54
92|35
92|12
92|19
92|89
92|73
92|44
92|43
92|37
92|46
92|98
92|18
92|67
92|75
92|28
92|27
92|94
92|91
92|31
92|26
92|78
92|34
92|95
92|61
92|71
19|54
19|41
19|82
19|86
19|57
19|32
19|94
19|39
19|53
19|78
19|75
19|67
19|35
19|24
19|48
19|81
